id;timestamp;genes;clean_acc;blackbox_acc
5;2025-11-25T13:10:01.701101;[1. 2. 0. 0. 0. 1. 1. 1. 2. 1. 1. 2. 1. 1. 2. 2.];71,62698413;23,71031746
0;2025-11-24T16:09:13.048823;[1. 0. 2. 1. 2. 1. 1. 2. 0. 1. 0. 2. 2. 2. 0. 1.];71,52777778;48,56150794
29;2025-11-21T13:14:29.550267;[0. 1. 0. 1. 0. 0. 1. 1. 1. 0. 2. 1. 2. 2. 2. 2.];71,32936508;33,7797619
22;2025-11-24T13:27:36.142866;[2. 0. 2. 2. 0. 1. 2. 2. 2. 2. 1. 0. 0. 1. 2. 0.];71,32936508;55,80357143
46;2025-11-25T15:24:15.888952;[0. 1. 0. 0. 0. 2. 2. 2. 1. 0. 0. 0. 1. 0. 0. 2.];71,23015873;29,36507937
0;2025-11-21T11:50:06.215895;[1. 1. 0. 1. 2. 2. 1. 1. 2. 1. 2. 2. 0. 1. 2. 1.];71,13095238;44,24603175
2;2025-11-25T10:05:06.740335;[0. 0. 0. 1. 1. 2. 0. 2. 1. 2. 2. 2. 0. 2. 2. 2.];70,93253968;58,73015873
36;2025-11-25T11:45:29.562848;[0. 1. 0. 1. 1. 0. 0. 2. 1. 1. 0. 1. 1. 0. 0. 0.];70,93253968;42,26190476
17;2025-11-25T13:46:16.858004;[1. 2. 0. 0. 1. 1. 2. 2. 0. 1. 1. 0. 2. 2. 1. 1.];70,93253968;34,32539683
24;2025-11-24T18:08:56.228475;[2. 1. 0. 1. 2. 0. 1. 1. 2. 1. 0. 0. 2. 0. 1. 2.];70,83333333;38,78968254
26;2025-11-21T13:04:36.528983;[2. 1. 1. 2. 2. 1. 0. 2. 1. 2. 0. 0. 1. 0. 2. 2.];70,63492063;53,67063492
0;2025-11-25T09:59:32.563881;[2. 0. 2. 0. 0. 2. 1. 0. 1. 0. 1. 1. 1. 0. 2. 1.];70,43650794;28,57142857
17;2025-11-24T13:05:01.347828;[2. 0. 0. 0. 2. 1. 1. 2. 1. 1. 2. 1. 0. 2. 2. 2.];70,33730159;52,97619048
7;2025-11-24T12:17:38.692550;[0. 2. 2. 0. 2. 2. 0. 1. 2. 1. 2. 2. 1. 2. 2. 2.];70,23809524;46,2797619
39;2025-11-25T15:00:18.152930;[2. 2. 1. 0. 0. 2. 2. 1. 2. 0. 2. 0. 0. 0. 0. 1.];70,23809524;34,1765873
12;2025-11-25T13:30:47.201402;[0. 1. 2. 2. 2. 2. 1. 1. 0. 2. 1. 1. 1. 1. 0. 0.];70,13888889;54,36507937
1;2025-11-25T10:01:52.465229;[2. 0. 2. 2. 2. 2. 1. 1. 2. 2. 0. 2. 0. 0. 0. 0.];70,03968254;46,72619048
12;2025-11-21T12:26:09.929205;[0. 1. 1. 2. 0. 2. 2. 1. 0. 1. 1. 0. 0. 2. 2. 2.];69,84126984;40,625
34;2025-11-24T14:24:48.015999;[0. 1. 1. 1. 0. 1. 0. 1. 2. 2. 0. 1. 0. 0. 0. 1.];69,84126984;24,20634921
1;2025-11-24T16:13:54.803744;[2. 1. 0. 2. 2. 2. 2. 2. 0. 1. 0. 1. 0. 1. 1. 2.];69,64285714;52,38095238
0;2025-11-25T12:50:51.577588;[0. 0. 1. 1. 1. 1. 0. 0. 0. 1. 0. 0. 1. 1. 1. 2.];69,64285714;56,20039683
35;2025-11-24T14:30:34.651274;[1. 0. 2. 1. 1. 0. 2. 2. 1. 1. 2. 1. 1. 1. 0. 1.];69,44444444;45,83333333
3;2025-11-24T16:21:55.502330;[0. 0. 0. 0. 0. 1. 0. 0. 2. 2. 2. 1. 0. 0. 1. 1.];69,24603175;24,90079365
37;2025-11-24T19:14:27.708729;[1. 1. 0. 1. 2. 2. 0. 0. 2. 1. 2. 2. 2. 2. 1. 1.];69,1468254;60,16865079
28;2025-11-21T13:10:43.942354;[1. 2. 2. 2. 0. 2. 1. 1. 0. 2. 1. 1. 0. 1. 2. 2.];68,9484127;49,30555556
28;2025-11-24T13:55:38.542552;[1. 0. 1. 2. 0. 0. 2. 1. 2. 2. 0. 1. 2. 1. 0. 1.];68,9484127;37,74801587
3;2025-11-24T12:03:18.311410;[2. 2. 1. 2. 1. 1. 1. 0. 1. 0. 2. 0. 2. 1. 1. 2.];68,84920635;60,56547619
23;2025-11-25T14:06:20.836189;[2. 1. 1. 1. 1. 2. 2. 2. 0. 2. 2. 0. 2. 1. 0. 2.];68,84920635;51,98412698
35;2025-11-25T11:41:24.639631;[0. 1. 0. 2. 2. 1. 0. 2. 1. 0. 0. 1. 2. 2. 2. 0.];68,65079365;35,76388889
46;2025-11-24T20:01:00.746293;[2. 0. 0. 1. 0. 2. 1. 0. 2. 1. 2. 1. 1. 1. 2. 0.];67,95634921;41,56746032
13;2025-11-25T13:33:18.302675;[0. 2. 1. 0. 2. 1. 0. 1. 1. 1. 2. 0. 0. 0. 0. 1.];67,95634921;26,14087302
38;2025-11-24T19:19:06.358015;[1. 2. 2. 0. 0. 0. 1. 2. 1. 1. 0. 0. 1. 0. 0. 2.];67,55952381;18,10515873
21;2025-11-24T13:23:14.459128;[0. 1. 2. 0. 2. 1. 1. 0. 1. 2. 2. 0. 2. 0. 1. 2.];67,46031746;31,34920635
10;2025-11-24T16:58:41.684380;[2. 0. 0. 1. 1. 0. 1. 0. 1. 2. 1. 0. 2. 1. 2. 1.];67,26190476;43,45238095
6;2025-11-21T12:08:50.071156;[0. 1. 1. 0. 2. 2. 1. 0. 2. 0. 2. 1. 2. 0. 2. 1.];67,16269841;34,22619048
21;2025-11-24T17:50:01.308377;[2. 1. 2. 1. 0. 0. 0. 2. 2. 1. 0. 1. 2. 1. 0. 0.];67,16269841;56,69642857
9;2025-11-25T13:20:52.228862;[2. 1. 2. 2. 1. 0. 1. 1. 1. 0. 1. 2. 1. 2. 2. 1.];67,16269841;47,71825397
24;2025-11-21T12:57:21.382837;[0. 0. 2. 2. 0. 1. 1. 0. 1. 1. 0. 0. 2. 2. 2. 1.];66,96428571;43,25396825
29;2025-11-25T14:29:19.077027;[0. 1. 1. 1. 2. 1. 1. 1. 1. 2. 1. 2. 2. 2. 1. 1.];66,86507937;43,1547619
9;2025-11-21T12:14:56.295760;[2. 0. 0. 0. 1. 0. 0. 2. 1. 1. 0. 2. 0. 1. 2. 0.];66,76587302;38,93849206
48;2025-11-21T14:14:09.193804;[0. 0. 0. 2. 2. 0. 2. 0. 2. 1. 2. 0. 1. 2. 2. 0.];66,76587302;51,68650794
5;2025-11-24T12:10:07.721938;[0. 1. 2. 0. 0. 0. 0. 2. 2. 1. 2. 2. 2. 2. 1. 0.];66,76587302;39,28571429
45;2025-11-24T19:55:57.843104;[0. 0. 1. 2. 0. 0. 2. 0. 1. 2. 2. 2. 2. 2. 1. 0.];66,46825397;50,24801587
41;2025-11-25T15:08:24.109590;[2. 2. 1. 0. 1. 2. 0. 1. 2. 2. 2. 1. 2. 2. 2. 1.];65,97222222;42,70833333
20;2025-11-24T13:19:04.994005;[2. 2. 1. 0. 0. 2. 1. 1. 1. 1. 1. 0. 2. 2. 2. 0.];65,57539683;36,11111111
22;2025-11-24T17:56:19.716961;[1. 1. 1. 2. 0. 1. 2. 0. 0. 0. 0. 0. 2. 1. 0. 1.];65,17857143;53,02579365
23;2025-11-21T12:55:21.479177;[2. 1. 2. 2. 2. 0. 2. 2. 0. 0. 1. 0. 2. 1. 2. 2.];64,98015873;67,41071429
16;2025-11-25T13:43:48.057580;[0. 2. 0. 0. 2. 2. 1. 2. 2. 0. 1. 0. 0. 1. 0. 1.];64,98015873;33,03571429
32;2025-11-25T14:42:00.480735;[0. 1. 2. 1. 1. 1. 1. 0. 2. 0. 2. 0. 1. 1. 1. 0.];64,78174603;51,19047619
41;2025-11-21T13:49:11.311679;[0. 0. 0. 1. 2. 2. 1. 0. 1. 1. 1. 1. 0. 2. 1. 2.];64,28571429;47,61904762
28;2025-11-25T11:21:10.309726;[0. 2. 1. 0. 0. 2. 1. 2. 0. 2. 1. 2. 2. 0. 0. 0.];64,08730159;26,73611111
33;2025-11-24T18:52:41.432035;[0. 0. 0. 2. 1. 1. 0. 1. 0. 0. 2. 1. 2. 1. 2. 0.];63,88888889;53,86904762
40;2025-11-24T14:55:29.578828;[0. 2. 2. 1. 1. 1. 0. 0. 1. 1. 2. 2. 1. 2. 2. 2.];63,78968254;53,57142857
39;2025-11-21T13:43:33.589774;[0. 1. 2. 2. 2. 1. 0. 2. 2. 1. 1. 1. 0. 2. 2. 2.];63,59126984;43,60119048
38;2025-11-21T13:40:45.270130;[2. 2. 0. 1. 2. 1. 1. 2. 2. 2. 0. 2. 1. 1. 0. 1.];62,8968254;44,84126984
48;2025-11-24T20:12:00.971927;[0. 2. 2. 1. 0. 1. 0. 2. 2. 1. 2. 2. 1. 1. 2. 1.];62,6984127;45,08928571
11;2025-11-25T10:30:58.547720;[1. 2. 0. 0. 2. 1. 2. 0. 2. 1. 1. 1. 1. 1. 2. 0.];62,40079365;36,60714286
24;2025-11-24T13:38:40.156966;[2. 0. 1. 2. 1. 0. 0. 0. 2. 2. 2. 0. 1. 1. 2. 1.];62,3015873;46,13095238
16;2025-11-25T10:46:18.227771;[2. 0. 2. 2. 0. 0. 2. 2. 1. 2. 1. 0. 1. 1. 0. 1.];62,20238095;60,71428571
49;2025-11-25T12:24:09.938783;[2. 1. 2. 2. 0. 2. 0. 2. 1. 0. 2. 2. 1. 1. 0. 1.];62,20238095;62,59920635
27;2025-11-24T13:50:21.321199;[0. 1. 0. 2. 2. 0. 0. 1. 1. 1. 1. 2. 1. 1. 0. 2.];62,1031746;40,57539683
42;2025-11-24T19:39:17.211795;[0. 2. 0. 1. 1. 2. 0. 0. 1. 1. 0. 1. 2. 0. 0. 1.];62,1031746;37,84722222
31;2025-11-21T13:19:53.146950;[1. 0. 0. 2. 1. 1. 2. 0. 1. 1. 0. 0. 0. 1. 1. 0.];61,70634921;41,71626984
8;2025-11-24T16:47:58.254967;[2. 1. 0. 1. 2. 1. 2. 2. 1. 1. 0. 0. 0. 1. 0. 2.];61,70634921;46,13095238
43;2025-11-25T15:16:38.358144;[2. 0. 1. 2. 2. 0. 2. 0. 1. 0. 2. 0. 0. 1. 2. 1.];61,50793651;51,04166667
5;2025-11-24T16:31:09.439364;[0. 2. 0. 2. 0. 1. 1. 1. 1. 1. 1. 2. 1. 2. 0. 1.];60,81349206;42,90674603
11;2025-11-24T12:38:11.766750;[1. 2. 0. 2. 1. 1. 0. 2. 1. 2. 1. 2. 2. 2. 0. 1.];60,61507937;46,03174603
40;2025-11-24T19:29:01.521848;[0. 0. 1. 2. 0. 2. 1. 1. 1. 1. 1. 2. 1. 2. 2. 2.];59,52380952;44,24603175
46;2025-11-24T15:30:25.046950;[2. 1. 1. 1. 1. 1. 1. 0. 0. 1. 2. 1. 2. 1. 0. 1.];59,12698413;52,38095238
4;2025-11-25T13:07:20.477870;[0. 0. 2. 1. 1. 0. 1. 0. 1. 0. 0. 2. 1. 1. 0. 1.];57,34126984;47,61904762
6;2025-11-25T10:17:15.195614;[1. 0. 2. 2. 2. 0. 2. 2. 0. 2. 2. 0. 2. 1. 2. 2.];56,54761905;18,3531746
29;2025-11-24T18:33:20.907474;[0. 2. 2. 1. 1. 0. 2. 1. 2. 0. 1. 0. 2. 0. 2. 2.];56,34920635;23,06547619
2;2025-11-24T11:57:41.292359;[1. 2. 0. 2. 2. 1. 1. 0. 0. 0. 1. 0. 1. 0. 2. 2.];55,95238095;39,18650794
2;2025-11-21T11:57:05.304213;[2. 0. 1. 2. 1. 1. 2. 2. 1. 1. 1. 2. 0. 1. 2. 1.];55,25793651;27,08333333
42;2025-11-21T13:53:12.392478;[2. 1. 2. 1. 2. 1. 2. 0. 2. 0. 0. 1. 1. 1. 2. 1.];54,86111111;47,51984127
5;2025-11-21T12:06:10.545026;[1. 0. 1. 2. 1. 0. 1. 2. 0. 2. 2. 2. 0. 1. 1. 2.];54,66269841;16,07142857
45;2025-11-24T15:23:13.755092;[1. 2. 1. 1. 1. 2. 1. 0. 1. 2. 1. 2. 2. 1. 2. 0.];54,16666667;38,74007937
25;2025-11-24T13:43:05.835252;[1. 0. 1. 0. 1. 2. 1. 0. 1. 1. 1. 1. 0. 0. 0. 1.];53,57142857;19,29563492
43;2025-11-25T12:07:31.183067;[2. 1. 1. 2. 2. 0. 0. 0. 0. 0. 2. 2. 2. 1. 2. 2.];53,27380952;46,2797619
8;2025-11-24T12:21:34.360069;[1. 0. 0. 0. 1. 1. 0. 1. 2. 1. 0. 1. 2. 0. 2. 0.];52,77777778;17,95634921
49;2025-11-24T15:45:38.608000;[1. 2. 0. 2. 0. 1. 1. 0. 0. 0. 2. 2. 2. 1. 0. 1.];52,08333333;40,8234127
12;2025-11-25T10:35:35.736758;[1. 2. 2. 1. 0. 1. 0. 2. 2. 2. 1. 1. 2. 0. 0. 0.];51,38888889;25,14880952
38;2025-11-25T11:49:53.388070;[1. 2. 0. 2. 2. 2. 0. 0. 1. 0. 1. 1. 2. 1. 0. 0.];51,28968254;37,84722222
32;2025-11-24T14:13:15.302367;[0. 1. 0. 2. 1. 2. 0. 1. 1. 2. 1. 2. 2. 1. 2. 2.];48,41269841;36,60714286
33;2025-11-21T13:25:00.805302;[2. 2. 0. 2. 2. 2. 0. 0. 1. 1. 1. 0. 2. 0. 2. 1.];48,21428571;32,19246032
3;2025-11-21T12:00:51.951757;[0. 1. 0. 1. 1. 1. 0. 2. 0. 2. 2. 1. 2. 0. 2. 2.];47,42063492;29,26587302
41;2025-11-25T12:00:32.492521;[1. 1. 1. 2. 1. 1. 1. 0. 0. 2. 2. 1. 0. 1. 0. 1.];47,22222222;32,58928571
40;2025-11-21T13:46:25.148062;[0. 2. 1. 2. 1. 0. 1. 2. 2. 2. 0. 0. 0. 0. 0. 0.];47,12301587;22,32142857
10;2025-11-25T10:28:47.721390;[2. 2. 2. 0. 0. 2. 1. 1. 2. 1. 0. 0. 2. 0. 2. 1.];46,62698413;20,33730159
37;2025-11-21T13:37:14.513827;[2. 1. 0. 2. 1. 1. 1. 0. 2. 1. 0. 2. 2. 1. 2. 2.];46,13095238;38,49206349
6;2025-11-24T16:37:27.274059;[2. 2. 2. 1. 1. 0. 0. 1. 1. 2. 2. 0. 1. 0. 2. 2.];43,9484127;17,46031746
30;2025-11-25T11:28:23.991998;[0. 1. 0. 1. 0. 1. 0. 1. 2. 0. 2. 2. 2. 0. 2. 1.];43,65079365;19,39484127
26;2025-11-25T14:13:46.874368;[0. 0. 2. 0. 1. 2. 1. 2. 2. 2. 2. 2. 1. 1. 2. 0.];41,96428571;17,65873016
27;2025-11-24T18:21:18.143736;[0. 2. 2. 1. 2. 1. 2. 1. 0. 1. 1. 2. 1. 0. 2. 1.];40,77380952;18,05555556
25;2025-11-24T18:12:33.184346;[0. 2. 2. 0. 2. 2. 2. 2. 1. 2. 1. 2. 2. 1. 0. 1.];37,1031746;13,14484127
10;2025-11-21T12:17:47.410864;[0. 1. 1. 0. 1. 1. 1. 1. 1. 2. 0. 2. 1. 0. 2. 1.];36,21031746;16,12103175
34;2025-11-25T14:48:23.714804;[2. 2. 1. 1. 0. 0. 0. 1. 1. 2. 2. 2. 2. 0. 1. 1.];36,11111111;17,01388889
10;2025-11-25T13:24:17.011789;[2. 1. 0. 2. 1. 1. 1. 1. 2. 2. 0. 1. 2. 0. 2. 2.];35,71428571;20,28769841
28;2025-11-25T14:23:42.492307;[1. 2. 0. 1. 2. 2. 1. 1. 2. 2. 2. 1. 0. 0. 0. 2.];35,51587302;15,12896825
27;2025-11-25T14:19:01.265132;[1. 1. 0. 1. 1. 2. 2. 2. 1. 2. 1. 2. 1. 1. 0. 1.];34,82142857;19,54365079
4;2025-11-24T12:06:50.634895;[1. 0. 0. 0. 0. 2. 1. 1. 2. 1. 0. 2. 2. 0. 2. 1.];33,23412698;14,03769841
18;2025-11-25T10:53:04.228657;[1. 2. 2. 0. 2. 2. 1. 2. 2. 1. 1. 1. 0. 1. 2. 2.];30,75396825;15,72420635
22;2025-11-21T12:52:27.476513;[0. 2. 0. 2. 2. 2. 1. 0. 2. 0. 2. 1. 0. 1. 2. 1.];29,56349206;23,71031746
34;2025-11-21T13:27:16.184206;[0. 2. 2. 2. 1. 0. 2. 2. 1. 0. 0. 2. 2. 0. 0. 1.];28,67063492;10,21825397
20;2025-11-21T12:48:28.950092;[1. 0. 1. 2. 1. 0. 1. 2. 1. 2. 1. 1. 2. 1. 1. 2.];28,27380952;11,50793651
7;2025-11-21T12:10:16.959372;[0. 0. 2. 0. 0. 0. 0. 1. 1. 1. 1. 2. 1. 0. 1. 2.];28,17460317;12,5
33;2025-11-24T14:17:56.035228;[0. 0. 1. 1. 2. 2. 0. 0. 0. 2. 2. 1. 2. 0. 2. 2.];28,17460317;17,31150794
6;2025-11-24T12:14:03.538383;[0. 2. 1. 0. 1. 2. 1. 2. 1. 2. 2. 0. 2. 0. 2. 2.];27,77777778;17,41071429
9;2025-11-24T12:27:43.548904;[1. 1. 1. 2. 2. 0. 1. 2. 2. 0. 1. 1. 2. 0. 0. 2.];25,09920635;10,86309524
42;2025-11-25T15:13:53.138298;[1. 1. 0. 1. 1. 2. 1. 1. 2. 2. 1. 1. 1. 0. 1. 1.];23,71031746;10,91269841
5;2025-11-25T10:14:20.684145;[1. 2. 0. 2. 2. 1. 2. 2. 1. 0. 0. 1. 1. 2. 1. 1.];23,41269841;12,1031746
19;2025-11-25T13:54:25.818555;[0. 1. 1. 1. 0. 2. 0. 0. 2. 1. 2. 2. 1. 0. 0. 1.];17,75793651;13,69047619
22;2025-11-25T14:00:53.456964;[0. 1. 2. 2. 2. 2. 2. 2. 0. 2. 2. 1. 1. 1. 0. 1.];16,26984127;10,51587302
11;2025-11-25T13:27:36.935108;[1. 1. 2. 0. 2. 1. 2. 2. 1. 0. 1. 1. 2. 0. 1. 1.];15,97222222;9,771825397
14;2025-11-24T12:48:30.122179;[1. 0. 0. 2. 2. 0. 0. 0. 2. 2. 1. 2. 2. 0. 0. 1.];13,49206349;11,50793651
30;2025-11-24T18:39:26.593873;[0. 2. 1. 1. 2. 2. 2. 2. 2. 2. 2. 1. 2. 0. 2. 2.];12,59920635;11,21031746
35;2025-11-21T13:30:58.998961;[1. 2. 1. 2. 1. 1. 2. 2. 0. 2. 2. 2. 2. 0. 0. 2.];12,00396825;9,474206349
25;2025-11-21T13:01:04.141952;[1. 2. 1. 2. 1. 1. 2. 2. 1. 2. 1. 1. 1. 0. 1. 2.];11,11111111;9,573412698
16;2025-11-21T12:37:45.744889;[1. 0. 1. 2. 1. 1. 0. 0. 1. 1. 2. 1. 2. 0. 0. 1.];10,61507937;9,027777778
31;2025-11-25T11:33:06.387385;[1. 1. 1. 2. 1. 0. 1. 0. 2. 2. 2. 1. 1. 0. 1. 0.];10,11904762;9,871031746
